,총수익률,CAGR,변동성(연),Sharpe,MDD,Calmar
ISA 복제(raw),1.5691494548417686,0.035768323537384905,0.6060813878410438,0.35457388773849724,-0.8595797612474685,0.041611407282875046
ISA 복제(변동성매칭),3.6881446772487063,0.059232908774925486,0.24700442625506028,0.3545738877384963,-0.4920137257676811,0.12038873241291252
KOSPI200 매수보유,10.146508945650238,0.09395822585880764,0.2470044262550603,0.48749039634653685,-0.5658387162251177,0.16605124952500874
