N,p,lag,cap,K,short,scheme,CAGR,vol,Sharpe,MDD,Calmar
315,0.4,1,2,4,0.0,LP,0.11974426197087884,0.19000168549748267,0.6908277596248398,-0.37279474661813394,0.32120694579834536
189,0.3,2,4,1,0.0,HLP,0.29277847175208915,0.7614590268355633,0.690785406892377,-0.7708694535061371,0.3798029230765962
126,0.3,1,2,2,0.0,LP,0.18852614519701283,0.3293111630079322,0.6904322531491112,-0.526201645119019,0.3582773770203075
189,0.3,1,3,2,0.0,LP,0.198615304387461,0.35456164005059865,0.6897341547209487,-0.5804667703928816,0.3421648137636384
147,0.4,0,2,1,0.0,LP,0.13854606271690262,0.22519669633210376,0.689655657912909,-0.3752473068377351,0.3692126770594329
210,0.4,1,3,1,0.0,HLP,0.17609732553208302,0.3015409693086485,0.6895176812235183,-0.4819314850270612,0.3653990888812647
126,0.3,0,2,1,0.0,LP,0.17740791740534334,0.3048429560431469,0.6893479965020707,-0.4959454267759522,0.3577166111978062
168,0.3,1,3,1,0.0,LP,0.21676269980535023,0.4041746485228075,0.6893313659971542,-0.5460683205814012,0.3969516114294308
210,0.4,1,3,3,0.0,LP,0.15131708313740888,0.25000760925017373,0.6893203563632869,-0.3917234298885902,0.38628550551710644
126,0.3,1,2,3,0.0,LP,0.1796413821649847,0.31018889733701877,0.6889921426411064,-0.5174465751243468,0.34716894613094185
210,0.3,1,4,1,0.0,LP,0.2345751544633763,0.46398375988083146,0.6889291142933363,-0.66182245887792,0.35443819005641525
273,0.4,2,2,4,0.0,LP,0.12553673793251208,0.2011777289067874,0.6889101837199033,-0.33495378581048385,0.37478823422984237
147,0.3,1,2,3,0.0,LP,0.16733215614905173,0.28342884349753256,0.6888837059773326,-0.44862329293362846,0.37299034353485444
189,0.3,1,3,1,0.0,HLP,0.20866589475442487,0.38150329657995324,0.6888227054489926,-0.5235048181538107,0.3985940291634849
315,0.3,1,4,3,0.0,LP,0.19692478441579042,0.35007602106606117,0.6887454929117026,-0.5628094392795138,0.3498960228312547
168,0.4,1,2,2,0.0,LP,0.1397660188929324,0.2280498326025865,0.6886045086128031,-0.36518516305375004,0.38272644409806106
294,0.4,1,2,4,0.0,LP,0.11545060938891605,0.18329355370732373,0.6881958393774706,-0.3298336416365294,0.3500267856731864
210,0.4,1,2,4,0.0,LP,0.1265818454648413,0.20357419654923384,0.6879468894997991,-0.32344773786002745,0.39135177232131335
315,0.4,1,3,1,0.0,LP,0.16826451398945363,0.2860981181601216,0.6876865596262913,-0.49583696298371116,0.33935451882594186
273,0.3,1,4,2,0.0,LP,0.20791694898045443,0.3802302423399988,0.6875514469648965,-0.5904155024885736,0.3521536072547118
189,0.2,0,2,3,0.0,LP,0.1880941739872053,0.33120193631921113,0.6874897376851166,-0.5237007847224864,0.35916343735646306
168,0.3,1,2,1,0.0,LP,0.18124108536779704,0.314998816027299,0.6874488071757278,-0.45193930014364114,0.4010297075518608
189,0.3,0,2,2,0.0,LP,0.15530596269412222,0.25928710619093787,0.6874056022925759,-0.4223855294917678,0.3676876972584571
126,0.4,0,3,1,0.0,HLP,0.18045500479206367,0.3135165216107281,0.6871220917019919,-0.4910797592856416,0.3674657759353917
273,0.4,0,2,4,0.0,LP,0.11573780860741345,0.18417302991906345,0.6871035177380334,-0.3228627147879517,0.35847375155544736
147,0.3,1,4,2,0.0,LP,0.21873423073411336,0.4144161658835342,0.6870228366418107,-0.6102262743272142,0.3584477429708708
294,0.2,2,3,4,0.0,LP,0.2097643739799533,0.3871608220816813,0.6869255618250519,-0.5903177195692362,0.35534148311357067
168,0.2,1,2,3,0.0,LP,0.2261060063828546,0.44111883813524166,0.6867450671982384,-0.6225332497067335,0.36320310037956993
210,0.2,0,2,4,0.0,LP,0.18531432185058105,0.3255299593137153,0.6864669843900904,-0.5787077361275101,0.3202209168493812
315,0.3,1,4,1,0.0,LP,0.2278257961938377,0.4441117103215398,0.686424077326452,-0.7371637517468669,0.30905724223953746
