N,p,lag,cap,K,short,scheme,CAGR,vol,Sharpe,MDD,Calmar
315,0.4,1,3,3,0.0,LP,0.1349242364797678,0.23868067646208369,0.6503100323433362,-0.4258979902013863,0.31679942048087323
210,0.3,1,3,4,0.0,LP,0.16362611782247094,0.3049855198714248,0.6501422533097688,-0.4701806704568141,0.3480069005463293
189,0.4,1,3,1,0.0,HLP,0.16223794381062162,0.30205596432324905,0.649827185721007,-0.46014024327571,0.35258368765065995
294,0.4,2,2,2,0.0,LP,0.11854842608396354,0.2049323954393686,0.6498129881639956,-0.4291247161831664,0.27625634603009597
189,0.2,0,2,4,0.0,LP,0.16882923199272604,0.31946610966001626,0.6497381631841468,-0.5384754077294246,0.3135319265639705
189,0.3,1,4,2,0.0,LP,0.19609623412203314,0.3996436933864282,0.6497081472435812,-0.6507508296196751,0.30133843123433224
210,0.2,2,3,2,0.0,HLP,0.21926981633453724,0.4960531435891309,0.6494191819580973,-0.6628544681019108,0.3307963163655186
147,0.2,1,4,1,0.0,LP,0.21206434451832257,0.7419887105759965,0.6493257475442404,-0.8707568550395255,0.24354025270199742
189,0.4,0,2,2,0.0,LP,0.11911066076421517,0.20640026700423023,0.6492552836218433,-0.37566909315077535,0.3170627100707748
273,0.3,2,4,3,0.0,LP,0.18651808227437705,0.36905506529811993,0.6492340202937084,-0.5566907407480344,0.33504793347873846
252,0.2,2,3,4,0.0,LP,0.20976678603612275,0.45105905061228446,0.6492084501615928,-0.6321470204900159,0.3318322783100673
210,0.2,0,3,4,0.0,LP,0.1888537363474012,0.37699359962680024,0.6491892826611976,-0.5787077361275101,0.3263369824829678
189,0.4,1,4,2,0.0,LP,0.16094315261222936,0.2997167463757261,0.6490931851052557,-0.4623927932268673,0.34806587596027816
126,0.2,1,2,4,0.0,LP,0.19869244704055822,0.41263010547930595,0.6490475611062974,-0.7040924259501117,0.28219654084822743
147,0.2,0,2,2,0.0,LP,0.1817627491546423,0.3557092186164153,0.649000057410134,-0.5932703356746788,0.3063742415975309
273,0.3,0,4,1,0.0,LP,0.19790724904149593,0.4073279776051147,0.6489785944565362,-0.8092473895709588,0.24455716705669084
147,0.4,1,4,3,0.0,LP,0.1490098411354699,0.2716361040843788,0.648964690040274,-0.491037205289966,0.3034593703494972
231,0.2,2,2,2,0.0,LP,0.19406483456398949,0.39409580801705874,0.6488814843207598,-0.6095878818638552,0.3183541542371601
252,0.3,2,4,1,0.0,LP,0.25222820562560533,0.8648457640287862,0.6488665827082502,-0.9536545256884298,0.2644859315730981
189,0.2,1,4,3,0.0,HLP,0.2294586766705926,0.5741818188940893,0.6487962633241294,-0.8267649733042453,0.2775379752162686
273,0.2,0,3,4,0.0,LP,0.18803843257090946,0.3737160623520336,0.6487638184853748,-0.6136956668012495,0.30640338973064196
168,0.4,2,3,1,0.0,LP,0.17005092596037508,0.32322053676088613,0.648742717827738,-0.4930624397868951,0.34488720340140333
273,0.3,0,2,2,0.0,LP,0.14191338613988358,0.2550258843831028,0.6486512773255443,-0.5795608969467168,0.24486363191085114
126,0.3,0,4,1,0.0,HLP,0.21131986238428535,0.4611601075433452,0.6485384189900912,-0.6911574129548657,0.3057478056711302
273,0.4,2,2,3,0.0,LP,0.1206718871234278,0.20982270997092467,0.6485215539550858,-0.4315908791320534,0.27959786213764254
147,0.2,1,3,2,0.0,LP,0.2212003713237518,0.5500081091955904,0.6484304807844837,-0.7678169446288261,0.28808998403998926
126,0.4,1,2,3,0.0,LP,0.14204127162075442,0.2553745180542922,0.6483572032800281,-0.4099475559569383,0.3464864457825301
147,0.4,1,4,4,0.0,LP,0.13898984160211447,0.24965944057659117,0.6481439195022032,-0.4989420551669258,0.2785691046941595
126,0.4,0,3,3,0.0,LP,0.13464516133289917,0.23997469686376915,0.6477710191886962,-0.37539252616416396,0.3586783218854419
294,0.3,0,2,2,0.0,LP,0.13612823544128028,0.24277113107655918,0.6476925059819558,-0.5272137566519306,0.25820311728161693
210,0.4,2,4,2,0.0,LP,0.17409111718331016,0.33517497885183467,0.6476370187856233,-0.49629340365745356,0.3507826537696026
315,0.2,0,4,2,0.0,LP,0.21384226363698433,0.4736742821576717,0.6474618478064451,-0.6557129244561195,0.32612177625499084
147,0.2,1,2,4,0.0,LP,0.1935124735824516,0.39908477041187024,0.6474445403682724,-0.6341281758440468,0.3051630268989069
273,0.3,1,4,4,0.0,LP,0.17566550906291267,0.3392770070858536,0.6473944375107594,-0.6016356657464261,0.2919798792928462
126,0.3,1,3,2,0.0,HLP,0.19254543379901423,0.39150377223838145,0.6471663529186047,-0.6341693142611777,0.30361833893419177
189,0.4,1,4,1,0.0,HLP,0.17932657573257416,0.3502890326776237,0.6471588705638036,-0.5081687417903076,0.35288785197766465
252,0.2,2,4,2,0.0,LP,0.23033059334646366,0.6224291447674253,0.6471519056440369,-0.8530428207979714,0.2700105876642897
294,0.4,1,2,3,0.0,HLP,0.11041406619712268,0.189687517944583,0.6471152256826116,-0.3465023514102231,0.3186531512636224
273,0.3,1,2,4,0.0,HLP,0.13847187639680159,0.24813409333296288,0.6470793661874286,-0.47888646738349205,0.2891538722181376
126,0.4,1,3,1,0.0,LP,0.18679902317388986,0.37119367134081405,0.6469963857497784,-0.5703615865488303,0.3275098246082487
126,0.2,0,3,4,0.0,HLP,0.19419272203362792,0.39806988212196126,0.6469450570760754,-0.6225167358837662,0.31194779327167643
273,0.3,2,2,4,0.0,LP,0.146118521460048,0.2658931806169899,0.6468699844532594,-0.5324218841158097,0.2744412388358271
315,0.3,1,3,4,0.0,HLP,0.15877231013125237,0.29521234266014723,0.6467620933674963,-0.5302536995189722,0.29942706722326523
315,0.2,1,4,1,0.0,HLP,0.18940803235807624,0.8445555563634616,0.6465907037306615,-0.9760988851807171,0.19404594681307194
126,0.4,1,2,2,0.0,LP,0.14727234546069767,0.26852597709468684,0.646553489807468,-0.40130787529648104,0.36698095035362754
294,0.4,0,2,2,0.0,LP,0.10989340916435664,0.18912964065664745,0.6463770383066902,-0.392523928978752,0.2799661397720936
189,0.3,1,2,2,0.0,HLP,0.15331465018142376,0.2831009716410141,0.6462726048634511,-0.4424175907383533,0.3465383235001033
210,0.2,1,4,1,0.0,HLP,0.22829470858572543,0.6071309804364599,0.6462453676554061,-0.7637691185370624,0.2989053930630311
294,0.2,2,2,1,0.0,LP,0.1870478914302416,0.37537738100120244,0.6461886551879121,-0.6140077385293379,0.30463442020821413
315,0.2,2,3,2,0.0,LP,0.2117458288343026,0.4728740754425265,0.645904942622016,-0.7269766331220744,0.29126909887727587
315,0.4,2,2,4,0.0,HLP,0.1082667279951044,0.18606060375709318,0.6458175297044979,-0.3886702301173409,0.2785567805448292
231,0.2,2,2,4,0.0,LP,0.1837144119692926,0.3653103105233875,0.6457539961050018,-0.514227706504639,0.35726276442406213
273,0.3,2,3,1,0.0,HLP,0.18636608707667857,0.37370569830799194,0.6457222992552158,-0.6860875561530642,0.27163601118441044
273,0.2,1,4,4,0.5,LP,0.224093952414544,0.5541304154511297,0.6456396118841381,-0.7751785278579972,0.2890868933557395
273,0.3,2,4,2,0.0,LP,0.19792943828502652,0.41320837085693574,0.6455892298508763,-0.7504499935178253,0.2637476713900793
294,0.3,2,3,1,0.0,LP,0.18687159524161356,0.37660459893595416,0.6455845930037633,-0.7924131476972414,0.23582596500911657
273,0.3,1,2,2,0.0,LP,0.15083407822698636,0.2778836403923039,0.6455384226563066,-0.555365781560804,0.27159411550902757
315,0.3,0,2,4,0.0,HLP,0.12392206332019873,0.2177646331077916,0.6455303398956372,-0.41041816154804756,0.3019409834418139
294,0.3,2,2,1,0.0,HLP,0.14905205339389394,0.27344659252401793,0.6454822914272774,-0.5498579304955203,0.2710737540141894
147,0.2,0,3,2,0.0,LP,0.20406352484684454,0.4386622264917784,0.6452460950251495,-0.673651762817949,0.30292138477189984
315,0.4,1,2,2,0.0,HLP,0.1179738912003172,0.20579828001454778,0.6452059799752015,-0.4384144638750258,0.2690921511977004
315,0.3,2,4,3,0.0,HLP,0.1772503024279044,0.34607221423726003,0.6451316847279692,-0.6227407446854143,0.2846293645318562
315,0.3,0,2,3,0.0,HLP,0.12767932653047742,0.225997103018678,0.6450498593359427,-0.41579594369291717,0.30707208299457095
273,0.2,1,2,4,0.0,LP,0.1815596124250496,0.3634474803851864,0.6449809514854943,-0.6677679492484627,0.27189027659890724
315,0.3,2,2,4,0.0,HLP,0.13658874045314073,0.24530781868008744,0.6448797088685567,-0.44428185440082524,0.30743713500824676
315,0.3,2,4,2,0.0,HLP,0.18782900308722605,0.3785213887282348,0.6448791991756566,-0.6819886332238037,0.2754136857081421
126,0.2,1,2,3,0.0,LP,0.20090566627615303,0.4287644331962579,0.6448100219223047,-0.7471584395208684,0.26889298929018074
315,0.3,1,4,4,0.0,LP,0.17427735857516602,0.33829485836083256,0.6448056936307132,-0.5181602270886327,0.3363387413085941
273,0.4,2,4,2,0.0,LP,0.16261458977978904,0.3071525152577034,0.6447994552005384,-0.4796754277965535,0.33900963100565445
231,0.2,2,3,1,0.0,LP,0.22377805411763996,0.5557166385198985,0.644754897588671,-0.8335745949260334,0.26845594321105326
231,0.2,2,3,4,0.0,LP,0.208640870729641,0.45700544225820877,0.644623351047453,-0.6043055156956059,0.345257266913207
315,0.2,0,4,4,0.0,LP,0.194159639989137,0.4001332616303248,0.6446004832065592,-0.6949030711168485,0.27940535602624916
210,0.3,1,4,1,0.0,HLP,0.20716978279893805,0.4600418039969506,0.644395269494732,-0.66182245887792,0.3130292422384425
273,0.4,2,2,2,0.0,LP,0.1255031101573143,0.222037116673435,0.6441929265166687,-0.4290570547785236,0.2925091401237958
147,0.4,0,2,4,0.0,LP,0.10642001292140124,0.18333938262183522,0.644174382061316,-0.3529470186653971,0.30151837894483013
294,0.3,0,3,1,0.0,LP,0.1727768353023984,0.3352318059474771,0.6441303611448993,-0.7177296255833907,0.24072691044620118
315,0.4,1,4,1,0.0,HLP,0.16938005236538056,0.32577497756145163,0.6437909356844641,-0.6126765589083494,0.2764591690388439
168,0.2,1,4,2,0.0,HLP,0.22715592633506465,0.692419446353501,0.6437355132891551,-0.8516112422216782,0.2667366458696126
294,0.4,1,3,4,0.0,LP,0.12315434627932609,0.21734255227794366,0.6436088090839335,-0.39627135446369344,0.310782863540568
294,0.4,1,3,3,0.0,LP,0.12947187940993188,0.23070677797989506,0.6435970709884864,-0.39178208619172805,0.3304691152891857
252,0.2,2,2,4,0.0,LP,0.18356833470476563,0.36777049837188847,0.64353548792336,-0.5450533139912475,0.3367896864263693
294,0.2,0,4,1,0.0,LP,0.22262976535879253,0.5516324223997373,0.643481830105441,-0.8947793495384453,0.24880968193290537
252,0.4,1,2,3,0.0,HLP,0.12161690355460464,0.21413514333134676,0.6432176014702988,-0.3850449624083345,0.3158511743509884
252,0.2,1,2,2,0.0,LP,0.19121433676783228,0.3977752718101235,0.6430964991325266,-0.6308492460643331,0.3031062301504796
294,0.4,2,2,3,0.0,LP,0.11238247874388696,0.19558690381527488,0.6429419801108193,-0.42361421574763747,0.26529439892743667
315,0.3,0,3,2,0.0,LP,0.15995578630694962,0.30220156630765155,0.6429168433825067,-0.5090586774184693,0.3142187598453581
147,0.2,1,3,3,0.0,LP,0.2122215979314146,0.5139496306795363,0.6428346904156074,-0.7813146538662497,0.27162116681321585
252,0.2,1,4,2,0.0,LP,0.2060031206595314,0.6102486675234736,0.6426190452644831,-0.9128337356766931,0.2256743069501251
147,0.2,1,2,3,0.0,LP,0.19556695888660136,0.41490873079684093,0.6426097635587563,-0.6485237805040536,0.30155711288582265
294,0.3,1,2,1,0.0,HLP,0.14570807324890223,0.26770734356457954,0.6425721615656503,-0.4775366459071212,0.30512438050092977
210,0.3,1,2,3,0.0,LP,0.1499107474105008,0.2779363410875455,0.6425218810491642,-0.4426880279517742,0.33863745560074615
189,0.3,2,2,1,0.0,HLP,0.21897211812605333,0.4853396178084874,0.6425189265669294,-0.636367366389761,0.3440970258552475
294,0.2,2,4,3,0.0,LP,0.2099257429399457,0.47089246866109097,0.6425132769984443,-0.6856550513387931,0.30616815632007655
210,0.4,1,2,3,0.0,HLP,0.12376754410851643,0.21926529470487024,0.6422679173667272,-0.3688148283866173,0.33558180035748103
294,0.3,2,3,3,0.0,LP,0.16205568026617456,0.3084638474971554,0.6422421706296219,-0.5382428636488283,0.30108282192089836
273,0.2,0,3,1,0.0,HLP,0.2061185009086608,0.4535762798384121,0.642194162045481,-0.8185410735783752,0.25181204408910457
315,0.2,0,2,4,0.0,HLP,0.15460232925310713,0.2892851612719957,0.6420966217400733,-0.4806807019591378,0.321632070151736
315,0.4,0,2,2,0.0,HLP,0.10817739779059088,0.18743290799803083,0.6420350504482785,-0.35516004165040016,0.3045877494773883
147,0.4,1,3,2,0.0,HLP,0.148245071156637,0.27443514198886465,0.6420196504962359,-0.48801807514459183,0.3037696321242085
294,0.2,0,2,3,0.0,LP,0.16481736603297192,0.31572132881836135,0.6419141847729928,-0.563985715492326,0.2922367739209426
189,0.2,0,3,2,0.0,HLP,0.19825910671236846,0.4217150409490619,0.6417149053251469,-0.6547662822824825,0.3027937022371512
147,0.4,0,3,2,0.0,LP,0.13534971066343204,0.24532221672612498,0.6413576075066381,-0.4417093057375634,0.3064225926538404
315,0.3,1,2,3,0.5,LP,0.14356575350767398,0.2636052345233501,0.6413407306886757,-0.46213475760141565,0.31065777058798355
273,0.2,1,4,2,0.5,LP,0.20299765216881727,0.6676105956395796,0.641337939145791,-0.934852251200921,0.21714410154978434
294,0.2,2,3,4,0.0,HLP,0.18183272767747627,0.36451640913201716,0.6412526318394434,-0.5924393410346027,0.3069221016955657
273,0.4,0,3,2,0.0,LP,0.1369202997394796,0.2484698500232533,0.6411682657911875,-0.4555228922764507,0.3005783069545153
126,0.2,1,4,4,0.0,LP,0.2170937475738508,0.5567512899884546,0.641143036629857,-0.8177209309986974,0.265486352793624
210,0.4,1,3,4,0.0,LP,0.13217255729827837,0.23815895110540974,0.6410760522951491,-0.4165687888482337,0.3172886707708486
315,0.4,1,2,1,0.0,HLP,0.12387867941867392,0.220256570009912,0.6409343475727398,-0.42624392881405004,0.2906286073407424
252,0.4,0,2,1,0.0,HLP,0.1250571307725039,0.22265888201991668,0.6408723710931065,-0.45298017791893186,0.2760763867130736
294,0.2,0,3,1,0.0,LP,0.20771839297857775,0.4659809121201371,0.6408656160510273,-0.8384550136735776,0.24773946078333722
210,0.4,1,2,2,0.0,HLP,0.12809306671870746,0.22939419688631693,0.6407013477703742,-0.3706345871771779,0.34560473077887344
273,0.3,0,2,1,0.0,HLP,0.1422185672092391,0.26114591429291656,0.6402337292854156,-0.5101647159420724,0.2787699007106316
315,0.3,0,4,3,0.0,LP,0.1627886781675285,0.31200772957948614,0.6402115318943712,-0.5486539032929417,0.2967055865099916
189,0.3,0,4,1,0.0,HLP,0.193255072628161,0.40591376148851327,0.6401630216516809,-0.6305830160399062,0.3064704689349434
315,0.4,1,2,4,0.0,HLP,0.10989846810093828,0.1917034533509137,0.6399681450228802,-0.38573563800812205,0.28490618255662514
126,0.4,0,4,3,0.0,LP,0.1385603804602924,0.25398844168042634,0.6396544562222932,-0.4120962716040192,0.3362330358412809
126,0.2,0,3,1,0.0,HLP,0.21836042816864598,0.5291089988418343,0.6396515960036225,-0.83099890092079,0.2627686124815463
168,0.2,1,4,3,0.0,HLP,0.22586877269147831,0.6597978489092505,0.6393779932403822,-0.8504467949914006,0.2655883636950648
294,0.3,1,4,4,0.0,LP,0.1642318511087837,0.3165741303178564,0.6393189709477324,-0.5016848540607304,0.32736059257013755
210,0.2,1,2,4,0.0,LP,0.18081980959861044,0.36783407050371447,0.6393057439072894,-0.5194525137025876,0.34809689977193714
315,0.2,2,2,2,0.0,LP,0.1813542551357623,0.3679445608432836,0.639160978517455,-0.6261840408818764,0.28961813667489017
315,0.3,2,4,4,0.0,LP,0.16905573346215297,0.33012299647694904,0.6391393797516618,-0.5037843041199093,0.3355716565197212
315,0.3,1,2,2,0.0,LP,0.1517126899824246,0.285211502103948,0.6390652802542952,-0.5778739263000403,0.26253596689125097
189,0.2,1,3,4,0.0,LP,0.21043178584347477,0.4926890668152103,0.638991610116417,-0.7408110372881714,0.2840559538823636
189,0.4,0,2,4,0.0,LP,0.10412458743205444,0.18079139189732252,0.6389687165666433,-0.33426486719035786,0.3115032348666106
126,0.4,2,2,4,0.0,LP,0.12540005745240324,0.22486983241761477,0.6389353461239805,-0.36230290293144707,0.3461193836366548
231,0.3,0,2,1,0.0,HLP,0.14167907875986607,0.2607925735589023,0.6389094917626799,-0.44219592393454366,0.32039887997890776
126,0.4,1,2,1,0.0,LP,0.153428107706856,0.28914839171203355,0.6388676222143646,-0.4517808247805781,0.33960739210517243
210,0.4,0,2,2,0.0,LP,0.11914606188063281,0.2114777154161913,0.6387477077054355,-0.4032287787762715,0.2954800553725857
294,0.3,2,2,3,0.0,LP,0.1410867574897694,0.260014120139644,0.6385839174904793,-0.5382428636488283,0.2621247154738315
231,0.3,0,2,2,0.0,LP,0.14033436596235793,0.25817633097885195,0.6385443836157926,-0.4549843508332785,0.3084377862784585
231,0.2,0,3,1,0.5,LP,0.21104074866194478,0.48692832603423997,0.6385139485197632,-0.6745491445434093,0.31286193210547264
147,0.4,2,4,4,0.0,LP,0.13621180405930833,0.24955733725954074,0.6384673439460504,-0.5907481138114196,0.2305750977019459
210,0.3,0,2,3,0.0,LP,0.13663157585023233,0.24990086826833321,0.6384309823111178,-0.4715306628200471,0.28976180474264474
231,0.4,1,2,3,0.0,LP,0.11803945865890864,0.20926772708703728,0.6383509502385212,-0.31775225650637473,0.3714826763363694
315,0.2,0,3,1,0.0,HLP,0.2067375089503638,0.47013636509756407,0.6382421204247478,-0.8185668408625787,0.2525603269398387
189,0.2,1,2,2,0.0,HLP,0.19231911608606111,0.40639326622986127,0.6381579580966319,-0.626190333567223,0.30712565457610214
252,0.2,2,4,4,0.0,LP,0.21429893854209192,0.5076533732779587,0.6381420283606118,-0.6799154056573737,0.3151847079195062
231,0.3,0,4,1,0.0,LP,0.19517238567972206,0.41780405855600783,0.6380725940909374,-0.7288738692761312,0.2677725103158853
252,0.2,2,4,1,0.0,HLP,0.22150090276776635,0.6566868078342085,0.6380151751302303,-0.9024552837839022,0.2454425241315402
252,0.2,2,3,1,0.0,HLP,0.21674384434821858,0.5294692834883743,0.6379134620994151,-0.7515608480588295,0.288391611814314
252,0.3,1,2,1,0.0,HLP,0.1578819708636463,0.3017193187436859,0.6377836585320069,-0.4876187874722032,0.3237815582990563
231,0.2,0,2,4,0.0,LP,0.16609840150849897,0.32410423383066234,0.6377095919053937,-0.5922194488757442,0.2804676574263415
252,0.4,1,4,1,0.0,LP,0.17882532282571373,0.3603449013995585,0.6376984880942156,-0.659125308980224,0.27130701914994904
231,0.2,2,2,3,0.0,LP,0.1854108388560598,0.38277133488640147,0.6375818610095797,-0.5501863854508497,0.3369964138682295
126,0.2,0,2,3,0.0,HLP,0.17768315957134595,0.3579938692868744,0.6375465038175325,-0.5694296971106111,0.312037044209219
273,0.4,0,2,3,0.0,LP,0.11087176864869774,0.194950103188758,0.6373332233745297,-0.42297712720969294,0.26212237380328257
231,0.2,0,4,1,0.5,LP,0.22134313747703982,0.5802638044188597,0.6372729999104398,-0.7595660355683042,0.2914073656695718
252,0.3,2,3,1,0.0,LP,0.24611393435208861,0.6965337883504259,0.6370861188645989,-0.9123695194687821,0.2697524732033858
315,0.2,1,2,1,0.0,LP,0.2057360155832506,0.47327305251037727,0.6370661840268981,-0.8241589746625116,0.24963146905910757
315,0.3,1,2,4,0.5,LP,0.14026644590585335,0.25895866558895997,0.6369930174268026,-0.4653486666966359,0.30142225807062223
189,0.4,1,3,4,0.0,LP,0.1285793199469989,0.23283975991003583,0.6369914370128811,-0.42392558532640123,0.3033063452586834
189,0.4,1,4,3,0.0,LP,0.14591940211977894,0.27279242243656737,0.6369870554626336,-0.49230527335875807,0.29640024191543235
315,0.2,0,3,4,0.0,HLP,0.17493359352230087,0.34877520580937615,0.6369535923024502,-0.6114797512042971,0.2860823979498465
210,0.4,0,3,1,0.0,HLP,0.1501971641987092,0.2828621105259153,0.636900710866498,-0.5009349595260466,0.29983366371717474
126,0.4,2,4,2,0.0,LP,0.1677920699161013,0.33025507540867505,0.6367818329864096,-0.5342889717365985,0.3140474140252737
273,0.4,1,2,1,0.0,HLP,0.12255427279636133,0.2195461938512875,0.6367375673153621,-0.3994177323830387,0.3068323283124363
252,0.2,1,3,1,0.0,HLP,0.21494521288734103,0.5245113050616962,0.6367064729892612,-0.7930291629682389,0.27104326413775237
273,0.2,1,3,2,0.0,LP,0.2058425091788334,0.5012264566006448,0.6366400287018411,-0.8554888719191356,0.2406138945057961
273,0.4,2,4,1,0.0,LP,0.1763270291763186,0.35500718160227135,0.6365875502264049,-0.6939841341495904,0.25407933769608454
126,0.4,1,3,2,0.0,LP,0.17065100223991103,0.33629115935691006,0.6365334274292302,-0.5024093540721788,0.33966525674080983
126,0.3,0,2,4,0.0,LP,0.13899947404270452,0.25687745393810585,0.6363930177380728,-0.40586400642401266,0.3424779528182392
126,0.3,1,3,3,0.0,HLP,0.1787750674927524,0.3628368488118722,0.636224501244349,-0.604137780904387,0.2959177080849476
210,0.3,1,4,2,0.0,LP,0.19075015716662325,0.40300630430601697,0.6361842808879234,-0.5597242177764596,0.3407931104435511
168,0.3,0,2,3,0.0,LP,0.1345923773445734,0.24686465587709175,0.6361139456963804,-0.4558084906051457,0.2952827341278446
315,0.4,2,3,2,0.0,HLP,0.13525081227175972,0.2477986455728459,0.6360812743881558,-0.4675659944096061,0.28926571626009806
273,0.3,2,2,3,0.0,LP,0.14724230397592675,0.2766768764900369,0.6359452154186371,-0.5378348785157352,0.2737686041899548
252,0.4,1,2,1,0.0,HLP,0.1309611288711452,0.23832789071472305,0.6358876380299049,-0.38521421342364237,0.3399696177023449
231,0.2,2,4,3,0.0,LP,0.22061316957801091,0.5756673096224226,0.635793546702112,-0.7349754845870942,0.30016398397553407
189,0.4,2,4,2,0.0,LP,0.1717978847198609,0.34205496751163383,0.6357795864356695,-0.6187814224393247,0.2776390474727071
189,0.3,2,3,3,0.0,LP,0.24475546680096105,0.6091918679744165,0.6356271500978079,-0.7236637798630652,0.33821710248822284
231,0.4,1,3,1,0.0,LP,0.15717676324937835,0.30193486271208625,0.6355643316380998,-0.5459411555956284,0.28790055785022584
315,0.2,0,2,3,0.0,LP,0.1665743179240029,0.3273804362067926,0.6355569179558723,-0.6027507163053858,0.2763568974999068
315,0.4,1,3,1,0.0,HLP,0.14931624914917396,0.2818217923509157,0.635530851018212,-0.5560241356761494,0.2685427476409796
126,0.4,2,3,2,0.0,LP,0.1552108049494354,0.29733644003971527,0.635496596836683,-0.44362721799118743,0.34986763357815126
210,0.2,1,3,1,0.0,HLP,0.2121076139739424,0.5092759203785611,0.6354616819877559,-0.6722896232606029,0.3155003537689917
231,0.3,2,2,1,0.0,LP,0.22318444188413578,0.515195989243338,0.6353549381714235,-0.7708881575775492,0.28951598191036426
273,0.4,2,2,1,0.0,HLP,0.12692396675761186,0.22974811807463527,0.6353546242517085,-0.4277451237936667,0.2967280272698953
189,0.4,2,4,1,0.0,HLP,0.19195974986145803,0.40845215465484436,0.6352457661544265,-0.6574579524699515,0.2919726640164587
315,0.2,1,3,1,0.0,LP,0.21208569641174213,0.6515730847676852,0.6351593046191182,-0.945596328985188,0.22428777472026787
126,0.4,0,3,2,0.5,LP,0.14519272119466953,0.2724375959339148,0.6351489781577453,-0.40702554244431255,0.35671648595501637
273,0.2,0,4,4,0.0,LP,0.19309088552518805,0.4125603648464945,0.6348009138721259,-0.6159707389901741,0.3134741202832822
315,0.2,2,2,4,0.0,LP,0.1698059078510199,0.33814590071587913,0.6347841420343162,-0.5534250752470161,0.30682727517402175
273,0.4,1,2,4,0.0,HLP,0.10983089074532715,0.19381851463178973,0.6347809173258924,-0.34518497578190055,0.3181798121327331
231,0.2,1,3,1,0.0,HLP,0.20878914232671475,0.48660955935720157,0.6347320931824239,-0.6385657797810427,0.326965755036711
231,0.4,1,4,1,0.0,LP,0.17337560546795472,0.3477376708961174,0.6346776173745041,-0.5459411555956284,0.3175719648371258
315,0.4,1,3,2,0.0,HLP,0.13805474731732792,0.2551664138340301,0.6346138476495679,-0.5368005034288363,0.25718073369063044
168,0.2,1,3,4,0.0,HLP,0.21431040957395098,0.5228408237588988,0.6345476713194169,-0.6698519129806133,0.3199369971496275
273,0.2,1,3,3,0.0,LP,0.19874709715108962,0.46750544550014744,0.6343756084483108,-0.7761984331095885,0.2560519174908322
315,0.4,0,2,3,0.0,HLP,0.10242464518434913,0.17903143514598308,0.634365171759992,-0.35465148318358686,0.2888036566629233
210,0.2,0,4,2,0.0,LP,0.21226584197474407,0.5359188919134276,0.6342619807373726,-0.8737387767421433,0.24293970649466518
315,0.4,2,3,3,0.0,LP,0.12843769027535012,0.23400986138740654,0.6341577542957794,-0.43862160001009665,0.2928211703946947
168,0.3,1,4,2,0.0,LP,0.19228035552934442,0.41358154761634625,0.6341417284257315,-0.5764526351167316,0.3335579435601117
147,0.4,1,2,2,0.0,HLP,0.1261599813396619,0.22908581036774195,0.6340116572667188,-0.4313668337246209,0.29246564982833334
252,0.3,0,3,3,0.0,LP,0.152879224497247,0.2919852389999552,0.6339678754433474,-0.4927146488862316,0.31027943829725063
273,0.4,0,2,1,0.0,HLP,0.1192552560147877,0.21395446565874127,0.6338692668321109,-0.4588424155452907,0.25990460335508464
168,0.4,0,2,4,0.0,LP,0.10567378205361555,0.18603320998222375,0.6337372040408779,-0.3310236864753183,0.31923329468900336
126,0.2,1,3,1,0.0,LP,0.21782149064106604,0.6211566498268447,0.6336910515393186,-0.8953042362582602,0.24329326481398786
273,0.4,1,3,4,0.0,LP,0.12810146957579205,0.23378318410200793,0.6331895294135435,-0.42478171722962565,0.3015701109060299
294,0.3,1,4,3,0.0,LP,0.17037372465054146,0.3399383976658102,0.6330614099725655,-0.6107653865873119,0.2789511789502591
147,0.3,0,3,2,0.0,LP,0.16165111899939655,0.31706128671303585,0.6327144212902903,-0.5219496981535338,0.30970631762267287
252,0.2,2,3,2,0.0,HLP,0.20993272613867342,0.5000936876672647,0.6325902895656114,-0.6956447124594969,0.3017815306845972
252,0.2,2,2,2,0.0,LP,0.1878479050856674,0.3997177237956847,0.6324559969037513,-0.6153608146222764,0.3052646522527975
210,0.4,2,3,3,0.0,LP,0.1438823611666249,0.27105981735746276,0.6324257576044051,-0.4205809292804301,0.34210386432117246
315,0.4,1,4,4,0.0,LP,0.13542915915936282,0.2509404908384138,0.6323401385646402,-0.4572031935672779,0.2962121898202233
189,0.2,0,2,3,0.0,HLP,0.16493500424398144,0.3262870699835391,0.6322211049505015,-0.5237007847224864,0.3149412967394768
231,0.2,2,4,2,0.0,HLP,0.22105546156875588,0.5976793225981466,0.6322173653064638,-0.7478681850147895,0.2955807801402655
231,0.2,2,3,3,0.0,LP,0.20767008506493267,0.4910108453090496,0.6321627766792722,-0.6693318781854628,0.3102647458356826
273,0.3,1,2,1,0.0,HLP,0.14935819467108513,0.2850713939682335,0.6318930428187022,-0.4736127487021572,0.3153593206271832
231,0.4,1,2,4,0.0,LP,0.11148802861337392,0.19870005106073108,0.6318851130359081,-0.3193173375810222,0.34914492729379415
231,0.3,1,3,1,0.0,LP,0.18484132791159502,0.3898297405644245,0.6317351901176971,-0.545364027896297,0.3389320132180469
147,0.2,1,4,3,0.0,LP,0.20983729603158796,0.5830714988549496,0.6317276923697538,-0.793279026498064,0.2645189006923783
168,0.2,1,3,3,0.0,HLP,0.21700716582112123,0.5693779136791135,0.6315411555770784,-0.8085889370370286,0.26837760929096605
