N,p,lag,cap,K,short,scheme,total,CAGR,vol,Sharpe,MDD,Calmar
126,0.3,0,3,2,0.5,HLP,165.53549045014952,0.20983989686550553,0.39435522704266346,0.6798478905109326,-0.6765562193915942,0.3101588468940659
168,0.4,2,2,1,0.5,HLP,81.5715169152727,0.17985243083028846,0.3163153970797237,0.6796571137302727,-0.4749308986178119,0.37869178727623687
189,0.3,2,4,1,1.0,LP,254.59038928051558,0.23168142490471766,0.9476082871433741,0.679628053957971,-0.9605356283749565,0.24120024084549424
168,0.4,2,2,1,0.5,LP,72.5808284631437,0.17476670112966186,0.30475017980597346,0.6796182768434937,-0.4749308986178119,0.36798343009116524
147,0.3,2,2,2,1.0,LP,470.1899571783078,0.258515282534574,0.5773968119337176,0.6794070040143224,-0.6410692054310381,0.4032564352560893
126,0.4,2,2,1,0.5,HLP,146.32182149953042,0.20432937426694275,0.37618481710204904,0.678697612220199,-0.606891530332095,0.33668186826587015
252,0.2,1,4,2,0.5,HLP,374.21789967014337,0.25222970429509806,0.5970545820161306,0.6783406396888053,-0.8377389087630409,0.3010839077147873
126,0.2,0,4,3,0.5,HLP,376.4731615050151,0.24727456096627254,0.5517000305670562,0.6783124372910089,-0.8620122089932554,0.2868573767128712
315,0.2,1,3,2,0.5,LP,243.64329052992903,0.23453542463168353,0.490004255709071,0.6779976606055209,-0.6626551403367038,0.35393285338813335
147,0.2,0,3,1,0.5,HLP,397.804115511401,0.25069841120246084,0.579914353631763,0.6777305913138424,-0.8333861434416179,0.3008190299003013
