,총수익률,CAGR,변동성(연),Sharpe,MDD,Calmar
ISA 롱온리(raw),34.6661555922391,0.1452780357575041,0.2401193408321713,0.6855088088826555,-0.3859290913248282,0.3764371202460783
ISA 롱온리(변동성매칭),35.938876974655855,0.14680304852477932,0.24312778607496643,0.6855088088826596,-0.39040304015506644,0.37602947063749753
KOSPI200 매수보유,9.046535309722815,0.09151153592863448,0.24312778607496643,0.48216123939969113,-0.5658387162251177,0.16172724365546384
